parcel_id,reference_area_ha,reference_source,reference_method,computed_forest_area_ha,diff_pct,tolerance_percent,outcome,reason
27101:004:0136,13.9665,geometry,capped_to_land_area,412.169381,2851.128636,5.0,comparable,
27101:004:0137,1.2632,geometry,capped_to_land_area,412.169381,32528.988363,5.0,comparable,
27101:004:0138,0.6971,geometry,capped_to_land_area,412.169381,59026.291924,5.0,comparable,
27101:004:0139,14.7159,attribute:mets,reported_m2,412.169381,2700.843856,5.0,comparable,
27101:004:0140,0.9402,geometry,capped_to_land_area,412.169381,43738.479153,5.0,comparable,
27101:004:0141,0.2174,attribute:mets,reported_m2,412.169381,189490.331647,5.0,comparable,
27101:004:0142,4.8974,geometry,capped_to_land_area,412.169381,8316.085699,5.0,comparable,
27101:004:0143,0.5084,attribute:mets,reported_m2,412.169381,80971.868804,5.0,comparable,
27101:004:0148,3.1433,attribute:mets,reported_m2,412.169381,13012.632615,5.0,comparable,
27101:004:0149,0.4116,attribute:mets,reported_m2,412.169381,100038.333576,5.0,comparable,
27101:004:0152,5.39,geometry,capped_to_land_area,412.169381,7546.927291,5.0,comparable,
27101:004:0153,0.0497,attribute:mets,reported_m2,412.169381,829214.649899,5.0,comparable,
27101:004:0154,1.8704,geometry,capped_to_land_area,412.169381,21936.429694,5.0,comparable,
27101:004:0156,5.8394,attribute:mets,reported_m2,412.169381,6958.42006,5.0,comparable,
27101:004:0157,9.8184,geometry,capped_to_land_area,412.169381,4097.928186,5.0,comparable,
27101:004:0158,0.6335,geometry,capped_to_land_area,412.169381,64962.254301,5.0,comparable,
27101:004:0159,1.9687,geometry,capped_to_land_area,412.169381,20836.119317,5.0,comparable,
27101:004:0161,6.9959,geometry,capped_to_land_area,412.169381,5791.5848,5.0,comparable,
27101:004:0162,0.6678,geometry,capped_to_land_area,412.169381,61620.48233,5.0,comparable,
27101:004:0163,0.0058,attribute:mets,reported_m2,412.169381,7106268.637931,5.0,comparable,
27101:004:0164,0.8009,geometry,capped_to_land_area,412.169381,51363.276439,5.0,comparable,
27101:004:0165,0.0365,attribute:mets,reported_m2,412.169381,1129131.180822,5.0,comparable,
27101:004:0166,0.8037,geometry,capped_to_land_area,412.169381,51183.984198,5.0,comparable,
27101:004:0167,8.5772,geometry,capped_to_land_area,412.169381,4705.407138,5.0,comparable,
27101:004:0168,8.0211,geometry,capped_to_land_area,412.169381,5038.564299,5.0,comparable,
27101:004:0169,4.4195,geometry,capped_to_land_area,412.169381,9226.154112,5.0,comparable,
27101:004:0170,20.9794,geometry,capped_to_land_area,412.169381,1864.638555,5.0,comparable,
27101:004:0171,9.7592,geometry,capped_to_land_area,412.169381,4123.393116,5.0,comparable,
27101:004:0173,0.3489,geometry,capped_to_land_area,412.169381,118033.958441,5.0,comparable,
27101:004:0174,4.9662,geometry,capped_to_land_area,412.169381,8199.492187,5.0,comparable,
27101:004:0175,0.228,attribute:mets,reported_m2,412.169381,180676.044298,5.0,comparable,
27101:004:0176,1.6653,geometry,capped_to_land_area,412.169381,24650.458236,5.0,comparable,
27101:004:0177,3.637,attribute:mets,reported_m2,412.169381,11232.674759,5.0,comparable,
27101:004:0178,0.7149,geometry,capped_to_land_area,412.169381,57554.130788,5.0,comparable,
27101:004:0179,8.7637,geometry,capped_to_land_area,412.169381,4603.143433,5.0,comparable,
27101:004:0180,0.0469,attribute:mets,reported_m2,412.169381,878725.972281,5.0,comparable,
27101:004:0181,0.003,attribute:mets,reported_m2,412.169381,13738879.366667,5.0,comparable,
27101:004:0182,0.6199,geometry,capped_to_land_area,412.169381,66389.656558,5.0,comparable,
27101:004:0183,3.0524,geometry,capped_to_land_area,412.169381,13403.124787,5.0,comparable,
27101:004:0184,3.1675,geometry,capped_to_land_area,412.169381,12912.45086,5.0,comparable,
27101:004:0185,0.068,geometry,capped_to_land_area,412.169381,606031.442647,5.0,comparable,
27101:004:0186,4.3739,geometry,capped_to_land_area,412.169381,9323.383731,5.0,comparable,
27101:004:0187,0.048,geometry,capped_to_land_area,412.169381,858586.210417,5.0,comparable,
27101:004:0188,9.6949,geometry,capped_to_land_area,412.169381,4151.404151,5.0,comparable,
27101:004:0189,0.1039,geometry,capped_to_land_area,412.169381,396598.153032,5.0,comparable,
27101:004:0191,0.3844,attribute:mets,reported_m2,412.169381,107124.084547,5.0,comparable,
27101:004:0192,0.191791,geometry,geodesic_wgs84_pyproj,412.169381,214805.48618,5.0,comparable,
27101:004:0193,1.8945,attribute:mets,reported_m2,412.169381,21656.10351,5.0,comparable,
27101:004:0194,0.0155,attribute:mets,reported_m2,412.169381,2659057.296774,5.0,comparable,
27101:004:0195,0.6041,attribute:mets,reported_m2,412.169381,68128.667605,5.0,comparable,
27101:004:0196,0.0971,geometry,capped_to_land_area,412.169381,424379.280124,5.0,comparable,
27101:004:0197,2.5548,geometry,capped_to_land_area,412.169381,16033.13688,5.0,comparable,
27101:004:0198,2.8986,geometry,capped_to_land_area,412.169381,14119.601911,5.0,comparable,
27101:004:0199,0.10959,geometry,geodesic_wgs84_pyproj,412.169381,376001.269276,5.0,comparable,
27101:004:0200,4.6605,attribute:mets,reported_m2,412.169381,8743.887587,5.0,comparable,
27101:004:0201,2.1144,geometry,capped_to_land_area,412.169381,19393.44405,5.0,comparable,
27101:004:0202,0.097195,geometry,geodesic_wgs84_pyproj,412.169381,423964.387057,5.0,comparable,
27101:004:0203,2.2899,attribute:mets,reported_m2,412.169381,17899.448928,5.0,comparable,
27101:004:0204,0.0871,attribute:mets,reported_m2,412.169381,473113.985075,5.0,comparable,
27101:004:0205,1.0865,geometry,capped_to_land_area,412.169381,37835.515969,5.0,comparable,
27101:004:0206,0.0844,geometry,capped_to_land_area,412.169381,488252.347156,5.0,comparable,
27101:004:0207,0.5829,geometry,capped_to_land_area,412.169381,70610.135701,5.0,comparable,
27101:004:0209,0.009,attribute:mets,reported_m2,412.169381,4579559.788889,5.0,comparable,
27101:004:0213,0.1566,geometry,capped_to_land_area,412.169381,263098.838442,5.0,comparable,
27101:004:0214,0.4845,geometry,capped_to_land_area,412.169381,84971.07967,5.0,comparable,
27101:004:0215,0.042878,geometry,geodesic_wgs84_pyproj,412.169381,961160.742106,5.0,comparable,
27101:004:0216,1.3375,geometry,capped_to_land_area,412.169381,30716.402318,5.0,comparable,
27101:004:0217,0.0597,geometry,capped_to_land_area,412.169381,690300.973199,5.0,comparable,
27101:004:0218,3.5484,geometry,capped_to_land_area,412.169381,11515.640317,5.0,comparable,
27101:004:0219,0.05616,geometry,geodesic_wgs84_pyproj,412.169381,733819.837963,5.0,comparable,
27101:004:0220,1.3453,attribute:mets,reported_m2,412.169381,30537.729949,5.0,comparable,
27101:004:0223,0.0944,geometry,capped_to_land_area,412.169381,436520.106992,5.0,comparable,
27101:004:0224,5.4867,attribute:mets,reported_m2,412.169381,7412.154501,5.0,comparable,
27101:004:0225,0.0373,geometry,capped_to_land_area,412.169381,1104911.745308,5.0,comparable,
27101:004:0226,6.4036,attribute:mets,reported_m2,412.169381,6336.526032,5.0,comparable,
27101:004:0227,0.0389,attribute:mets,reported_m2,412.169381,1059461.390746,5.0,comparable,
27101:004:0228,0.7505,attribute:mets,reported_m2,412.169381,54819.304597,5.0,comparable,
27101:004:0229,0.0933,geometry,capped_to_land_area,412.169381,441667.825295,5.0,comparable,
27101:004:0230,12.1852,attribute:mets,reported_m2,412.169381,3282.54096,5.0,comparable,
27101:004:0231,9.1864,attribute:mets,reported_m2,412.169381,4386.734531,5.0,comparable,
27101:004:0232,0.1035,attribute:mets,reported_m2,412.169381,398131.28599,5.0,comparable,
27101:004:0233,22.9439,attribute:mets,reported_m2,412.169381,1696.422496,5.0,comparable,
27101:004:0234,0.0278,attribute:mets,reported_m2,412.169381,1482523.672662,5.0,comparable,
27101:004:0235,21.0066,geometry,capped_to_land_area,412.169381,1862.09468,5.0,comparable,
27101:004:0236,1.1191,geometry,capped_to_land_area,412.169381,36730.433473,5.0,comparable,
27101:004:0237,0.4342,geometry,capped_to_land_area,412.169381,94826.158683,5.0,comparable,
27101:004:0238,0.022698,geometry,geodesic_wgs84_pyproj,412.169381,1815784.135166,5.0,comparable,
27101:004:0240,0.5935,geometry,capped_to_land_area,412.169381,69347.241955,5.0,comparable,
27101:004:0242,7.2033,geometry,capped_to_land_area,412.169381,5621.952175,5.0,comparable,
27101:004:0243,0.0942,geometry,capped_to_land_area,412.169381,437447.113588,5.0,comparable,
27101:004:0244,0.111173,geometry,geodesic_wgs84_pyproj,412.169381,370645.937413,5.0,comparable,
27101:004:0246,0.0031,attribute:mets,reported_m2,412.169381,13295686.483871,5.0,comparable,
27101:004:0248,9.1778,attribute:mets,reported_m2,412.169381,4390.938798,5.0,comparable,
27101:004:0249,0.2273,attribute:mets,reported_m2,412.169381,181232.767708,5.0,comparable,
27101:004:0250,5.922,geometry,capped_to_land_area,412.169381,6859.969284,5.0,comparable,
27101:004:0253,9.3827,geometry,capped_to_land_area,412.169381,4292.865391,5.0,comparable,
27101:004:0254,5.9058,attribute:mets,reported_m2,412.169381,6879.06094,5.0,comparable,
27101:004:0255,2.2841,geometry,capped_to_land_area,412.169381,17945.154809,5.0,comparable,
27101:004:0256,5.7057,geometry,capped_to_land_area,412.169381,7123.817954,5.0,comparable,
27101:004:0257,0.160077,geometry,geodesic_wgs84_pyproj,412.169381,257381.949937,5.0,comparable,
27101:004:0259,0.0432,attribute:mets,reported_m2,412.169381,953995.789352,5.0,comparable,
27101:004:0260,4.4507,attribute:mets,reported_m2,412.169381,9160.77653,5.0,comparable,
27101:004:0261,7.258,geometry,capped_to_land_area,412.169381,5578.828617,5.0,comparable,
27101:004:0265,0.2449,attribute:mets,reported_m2,412.169381,168201.094733,5.0,comparable,
27101:004:0270,1.7655,attribute:mets,reported_m2,412.169381,23245.759332,5.0,comparable,
27101:004:0271,8.7832,geometry,capped_to_land_area,412.169381,4592.70176,5.0,comparable,
27101:004:0272,8.4063,geometry,capped_to_land_area,412.169381,4803.101019,5.0,comparable,
27101:004:0273,12.7569,attribute:mets,reported_m2,412.169381,3130.952512,5.0,comparable,
27101:004:0275,0.0128,attribute:mets,reported_m2,412.169381,3219973.289062,5.0,comparable,
27101:004:0276,6.4819,attribute:mets,reported_m2,412.169381,6258.77414,5.0,comparable,
27101:004:0277,5.1292,attribute:mets,reported_m2,412.169381,7935.743995,5.0,comparable,
27101:004:0278,2.2762,attribute:mets,reported_m2,412.169381,18007.78407,5.0,comparable,
27101:004:0279,8.5551,attribute:mets,reported_m2,412.169381,4717.820727,5.0,comparable,
27101:004:0280,6.4238,attribute:mets,reported_m2,412.169381,6316.286015,5.0,comparable,
27101:004:0282,7.1611,attribute:mets,reported_m2,412.169381,5655.671349,5.0,comparable,
27101:004:0284,0.1221,attribute:mets,reported_m2,412.169381,337467.060606,5.0,comparable,
27101:004:0286,3.6229,geometry,capped_to_land_area,412.169381,11276.780507,5.0,comparable,
27101:004:0287,0.802,geometry,capped_to_land_area,412.169381,51292.690898,5.0,comparable,
27101:004:0288,14.9439,geometry,capped_to_land_area,412.169381,2658.111209,5.0,comparable,
27101:004:0291,8.2029,attribute:mets,reported_m2,412.169381,4924.678845,5.0,comparable,
27101:004:0293,0.5232,geometry,capped_to_land_area,412.169381,78678.551414,5.0,comparable,
27101:004:0294,9.1859,geometry,capped_to_land_area,412.169381,4386.97875,5.0,comparable,
27101:004:0295,0.2106,attribute:mets,reported_m2,412.169381,195611.95679,5.0,comparable,
27101:004:0296,0.0474,attribute:mets,reported_m2,412.169381,869455.656118,5.0,comparable,
27101:004:0300,4.3451,geometry,capped_to_land_area,412.169381,9385.843387,5.0,comparable,
27101:004:0301,3.6758,attribute:mets,reported_m2,412.169381,11113.052424,5.0,comparable,
27101:004:0302,6.0795,attribute:mets,reported_m2,412.169381,6679.659199,5.0,comparable,
27101:004:0303,3.4465,geometry,capped_to_land_area,412.169381,11859.070971,5.0,comparable,
27101:004:0304,4.8417,geometry,capped_to_land_area,412.169381,8412.906231,5.0,comparable,
27101:004:0305,0.308,attribute:mets,reported_m2,412.169381,133721.227597,5.0,comparable,
27101:004:0306,0.738,geometry,capped_to_land_area,412.169381,55749.509621,5.0,comparable,
27101:004:0307,0.5914,geometry,capped_to_land_area,412.169381,69593.841901,5.0,comparable,
27101:004:0308,5.874,geometry,capped_to_land_area,412.169381,6916.843395,5.0,comparable,
27101:004:0310,6.5782,geometry,capped_to_land_area,412.169381,6165.686373,5.0,comparable,
27101:004:0313,0.5051,geometry,capped_to_land_area,412.169381,81501.540487,5.0,comparable,
27101:004:0314,0.0285,geometry,capped_to_land_area,412.169381,1446108.354386,5.0,comparable,
27101:004:0315,0.02848,geometry,geodesic_wgs84_pyproj,412.169381,1447123.95014,5.0,comparable,
27101:004:0320,22.0568,attribute:mets,reported_m2,412.169381,1768.672613,5.0,comparable,
27101:004:0340,0.9607,geometry,capped_to_land_area,412.169381,42803.027064,5.0,comparable,
27101:004:0351,1.1646,geometry,capped_to_land_area,412.169381,35291.497596,5.0,comparable,
27101:004:0352,6.3306,attribute:mets,reported_m2,412.169381,6410.747496,5.0,comparable,
27101:004:0381,7.7127,geometry,capped_to_land_area,412.169381,5244.034916,5.0,comparable,
27101:004:0382,7.7579,geometry,capped_to_land_area,412.169381,5212.898864,5.0,comparable,
27101:004:0383,12.0325,attribute:mets,reported_m2,412.169381,3325.467534,5.0,comparable,
27101:004:0391,14.7012,geometry,capped_to_land_area,412.169381,2703.644471,5.0,comparable,
27101:004:0412,2.6938,attribute:mets,reported_m2,412.169381,15200.667496,5.0,comparable,
27101:004:0421,0.0569,attribute:mets,reported_m2,412.169381,724275.010545,5.0,comparable,
27101:004:0454,1.0931,attribute:mets,reported_m2,412.169381,37606.466106,5.0,comparable,
27101:004:0455,3.3966,attribute:mets,reported_m2,412.169381,12034.763617,5.0,comparable,
27101:004:0461,0.0608,attribute:mets,reported_m2,412.169381,677810.166118,5.0,comparable,
27101:004:0462,1.3097,attribute:mets,reported_m2,412.169381,31370.518516,5.0,comparable,
27101:004:0463,8.0137,attribute:mets,reported_m2,412.169381,5043.309345,5.0,comparable,
27101:004:0466,1.9444,attribute:mets,reported_m2,412.169381,21097.766972,5.0,comparable,
27101:004:0472,6.6321,geometry,capped_to_land_area,412.169381,6114.764268,5.0,comparable,
27101:004:0473,5.4768,geometry,capped_to_land_area,412.169381,7425.733658,5.0,comparable,
27101:004:0474,0.787,attribute:mets,reported_m2,412.169381,52272.22122,5.0,comparable,
27101:004:0475,4.8508,attribute:mets,reported_m2,412.169381,8396.936196,5.0,comparable,
27101:004:0478,4.5462,attribute:mets,reported_m2,412.169381,8966.239519,5.0,comparable,
27101:004:0480,2.847,attribute:mets,reported_m2,412.169381,14377.322831,5.0,comparable,
27101:004:0491,3.6699,geometry,capped_to_land_area,412.169381,11131.079348,5.0,comparable,
27101:004:0492,7.4801,geometry,capped_to_land_area,412.169381,5410.212176,5.0,comparable,
27101:004:0500,0.4941,geometry,capped_to_land_area,412.169381,83318.211091,5.0,comparable,
27101:004:0521,8.1228,geometry,capped_to_land_area,412.169381,4974.227865,5.0,comparable,
27101:004:0530,3.4655,geometry,capped_to_land_area,412.169381,11793.503997,5.0,comparable,
27101:004:0541,8.4983,geometry,capped_to_land_area,412.169381,4750.021545,5.0,comparable,
27101:004:0581,3.0556,attribute:mets,reported_m2,412.169381,13388.983538,5.0,comparable,
27101:004:0582,2.5724,attribute:mets,reported_m2,412.169381,15922.75622,5.0,comparable,
27101:004:0583,1.6688,attribute:mets,reported_m2,412.169381,24598.548718,5.0,comparable,
27101:004:0584,3.7946,attribute:mets,reported_m2,412.169381,10761.998129,5.0,comparable,
27101:004:0591,4.5634,attribute:mets,reported_m2,412.169381,8932.067778,5.0,comparable,
27101:004:0592,6.3518,geometry,capped_to_land_area,412.169381,6389.016987,5.0,comparable,
27101:004:0593,4.2153,attribute:mets,reported_m2,412.169381,9677.937063,5.0,comparable,
27101:004:0594,6.0639,attribute:mets,reported_m2,412.169381,6697.100562,5.0,comparable,
27101:004:0600,0.389,geometry,capped_to_land_area,412.169381,105856.139075,5.0,comparable,
27101:004:0612,0.1737,attribute:mets,reported_m2,412.169381,237188.071963,5.0,comparable,
27101:004:0613,0.6186,attribute:mets,reported_m2,412.169381,66529.385871,5.0,comparable,
27101:004:0614,3.393,attribute:mets,reported_m2,412.169381,12047.638697,5.0,comparable,
27101:004:0615,3.5689,attribute:mets,reported_m2,412.169381,11448.919303,5.0,comparable,
27101:004:0617,3.9595,attribute:mets,reported_m2,412.169381,10309.63205,5.0,comparable,
27101:004:0631,5.0332,attribute:mets,reported_m2,412.169381,8089.012576,5.0,comparable,
27101:004:0661,5.0855,geometry,capped_to_land_area,412.169381,8004.795615,5.0,comparable,
27101:004:0691,1.9248,geometry,capped_to_land_area,412.169381,21313.621207,5.0,comparable,
27101:004:0692,2.532,attribute:mets,reported_m2,412.169381,16178.411572,5.0,comparable,
27101:004:0732,2.3186,attribute:mets,reported_m2,412.169381,17676.648883,5.0,comparable,
27101:004:0733,3.0568,attribute:mets,reported_m2,412.169381,13383.688203,5.0,comparable,
27101:004:0734,4.9856,attribute:mets,reported_m2,412.169381,8167.197148,5.0,comparable,
27101:004:0782,8.8216,geometry,capped_to_land_area,412.169381,4572.274655,5.0,comparable,
27101:004:0783,0.8484,attribute:mets,reported_m2,412.169381,48481.963814,5.0,comparable,
27101:004:0791,1.0064,attribute:mets,reported_m2,412.169381,40854.827206,5.0,comparable,
27101:004:0792,4.2899,geometry,capped_to_land_area,412.169381,9507.901839,5.0,comparable,
27101:004:0793,2.1359,attribute:mets,reported_m2,412.169381,19197.222763,5.0,comparable,
27101:004:0794,6.8162,attribute:mets,reported_m2,412.169381,5946.908556,5.0,comparable,
27101:004:0796,2.1983,attribute:mets,reported_m2,412.169381,18649.460083,5.0,comparable,
27101:004:0800,1.0719,geometry,capped_to_land_area,412.169381,38352.223248,5.0,comparable,
27101:004:0810,0.6598,geometry,capped_to_land_area,412.169381,62368.836162,5.0,comparable,
27101:004:0871,8.6774,geometry,capped_to_land_area,412.169381,4649.917959,5.0,comparable,
27101:004:0872,12.6809,attribute:mets,reported_m2,412.169381,3150.316468,5.0,comparable,
27101:004:0881,9.9274,geometry,capped_to_land_area,412.169381,4051.83614,5.0,comparable,
27101:004:0900,2.9809,attribute:mets,reported_m2,412.169381,13727.011339,5.0,comparable,
27101:004:0912,3.5265,geometry,capped_to_land_area,412.169381,11587.774876,5.0,comparable,
27101:004:0921,7.7266,geometry,capped_to_land_area,412.169381,5234.421104,5.0,comparable,
27101:004:0922,10.8128,geometry,capped_to_land_area,412.169381,3711.865391,5.0,comparable,
27101:004:0940,0.1048,attribute:mets,reported_m2,412.169381,393191.394084,5.0,comparable,
27101:004:0961,0.7756,attribute:mets,reported_m2,412.169381,53042.003739,5.0,comparable,
27101:004:0970,5.5584,attribute:mets,reported_m2,412.169381,7315.252249,5.0,comparable,
27101:004:0990,2.0755,attribute:mets,reported_m2,412.169381,19758.799374,5.0,comparable,
27101:004:1010,3.3938,geometry,capped_to_land_area,412.169381,12044.775208,5.0,comparable,
27101:004:1020,4.1774,geometry,capped_to_land_area,412.169381,9766.648657,5.0,comparable,
27101:004:1040,2.0416,geometry,capped_to_land_area,412.169381,20088.547267,5.0,comparable,
27101:004:1050,1.4747,attribute:mets,reported_m2,412.169381,27849.371465,5.0,comparable,
27101:004:1070,0.2397,attribute:mets,reported_m2,412.169381,171852.182311,5.0,comparable,
27101:004:1080,0.9468,geometry,capped_to_land_area,412.169381,43432.887727,5.0,comparable,
27101:004:1120,1.7737,attribute:mets,reported_m2,412.169381,23137.829453,5.0,comparable,
27101:004:1141,3.5994,geometry,capped_to_land_area,412.169381,11351.057982,5.0,comparable,
27101:004:1151,0.2829,geometry,capped_to_land_area,412.169381,145594.372923,5.0,comparable,
27101:004:1152,4.0536,geometry,capped_to_land_area,412.169381,10067.983545,5.0,comparable,
27101:004:1200,11.2094,geometry,capped_to_land_area,412.169381,3576.997707,5.0,comparable,
27101:004:1211,21.6681,geometry,capped_to_land_area,412.169381,1802.194383,5.0,comparable,
27101:004:1212,11.0637,attribute:mets,reported_m2,412.169381,3625.4208,5.0,comparable,
27101:004:1213,6.8815,attribute:mets,reported_m2,412.169381,5889.52817,5.0,comparable,
27101:004:1214,2.4037,attribute:mets,reported_m2,412.169381,17047.288805,5.0,comparable,
27101:004:1221,0.0684,attribute:mets,reported_m2,412.169381,602486.814327,5.0,comparable,
27101:004:1222,7.3394,geometry,capped_to_land_area,412.169381,5515.845723,5.0,comparable,
27101:004:1270,0.3512,geometry,capped_to_land_area,412.169381,117260.302107,5.0,comparable,
27101:004:1280,0.1545,attribute:mets,reported_m2,412.169381,266676.298382,5.0,comparable,
27101:004:1312,2.0499,geometry,capped_to_land_area,412.169381,20006.804283,5.0,comparable,
27101:004:1321,10.1986,attribute:mets,reported_m2,412.169381,3941.430991,5.0,comparable,
27101:004:1322,7.177,attribute:mets,reported_m2,412.169381,5642.920176,5.0,comparable,
27101:004:1330,2.1182,geometry,capped_to_land_area,412.169381,19358.473279,5.0,comparable,
27101:004:1343,7.4278,attribute:mets,reported_m2,412.169381,5449.010218,5.0,comparable,
27101:004:1350,20.101,geometry,capped_to_land_area,412.169381,1950.491921,5.0,comparable,
27101:004:1361,0.8335,geometry,capped_to_land_area,412.169381,49350.435633,5.0,comparable,
27101:004:1362,2.9445,attribute:mets,reported_m2,412.169381,13897.94128,5.0,comparable,
27101:004:1380,0.3563,attribute:mets,reported_m2,412.169381,115580.432501,5.0,comparable,
27101:004:1413,8.6434,attribute:mets,reported_m2,412.169381,4668.602413,5.0,comparable,
27101:004:1420,0.0604,attribute:mets,reported_m2,412.169381,682299.637417,5.0,comparable,
27101:004:1430,0.5455,attribute:mets,reported_m2,412.169381,75458.090009,5.0,comparable,
27101:004:1441,10.2441,geometry,capped_to_land_area,412.169381,3923.480647,5.0,comparable,
27101:004:1461,1.9636,geometry,capped_to_land_area,412.169381,20890.496079,5.0,comparable,
27101:004:1462,12.749,geometry,capped_to_land_area,412.169381,3132.954593,5.0,comparable,
27101:004:1463,23.4017,attribute:mets,reported_m2,412.169381,1661.279655,5.0,comparable,
27101:004:1530,11.8783,attribute:mets,reported_m2,412.169381,3369.935774,5.0,comparable,
27101:004:1540,5.803,geometry,capped_to_land_area,412.169381,7002.69483,5.0,comparable,
27101:004:1551,3.3808,geometry,capped_to_land_area,412.169381,12091.474828,5.0,comparable,
27101:004:1552,8.1957,attribute:mets,reported_m2,412.169381,4929.093073,5.0,comparable,
27101:004:1560,6.8762,attribute:mets,reported_m2,412.169381,5894.144746,5.0,comparable,
27101:004:1572,3.0364,geometry,capped_to_land_area,412.169381,13474.278125,5.0,comparable,
27101:004:1580,0.0453,attribute:mets,reported_m2,412.169381,909766.183223,5.0,comparable,
27101:004:1590,0.5193,geometry,capped_to_land_area,412.169381,79270.186982,5.0,comparable,
27101:004:1600,0.4232,geometry,capped_to_land_area,412.169381,97293.52103,5.0,comparable,
27101:004:1610,0.2705,geometry,capped_to_land_area,412.169381,152273.153789,5.0,comparable,
27101:004:1620,0.3329,geometry,capped_to_land_area,412.169381,123711.7696,5.0,comparable,
27101:004:1630,0.2578,geometry,capped_to_land_area,412.169381,159779.511637,5.0,comparable,
27101:004:1640,0.213,geometry,capped_to_land_area,412.169381,193406.751643,5.0,comparable,
27101:004:1650,0.1999,geometry,capped_to_land_area,412.169381,206087.784392,5.0,comparable,
27101:004:1660,0.215896,geometry,geodesic_wgs84_pyproj,412.169381,190811.078019,5.0,comparable,
27101:004:1670,0.262,geometry,capped_to_land_area,412.169381,157216.557634,5.0,comparable,
27101:004:1680,4.7351,geometry,capped_to_land_area,412.169381,8604.554941,5.0,comparable,
27101:004:1690,0.5324,attribute:mets,reported_m2,412.169381,77317.239106,5.0,comparable,
27101:004:1700,1.0521,attribute:mets,reported_m2,412.169381,39075.875012,5.0,comparable,
27101:004:1711,4.9322,geometry,capped_to_land_area,412.169381,8256.704533,5.0,comparable,
27101:004:1740,5.7047,geometry,capped_to_land_area,412.169381,7125.084246,5.0,comparable,
27101:004:1760,1.9645,geometry,capped_to_land_area,412.169381,20880.879664,5.0,comparable,
27101:004:1770,14.0126,geometry,capped_to_land_area,412.169381,2841.419729,5.0,comparable,
27101:004:1781,3.2253,geometry,capped_to_land_area,412.169381,12679.257154,5.0,comparable,
27101:004:1782,2.1606,attribute:mets,reported_m2,412.169381,18976.616727,5.0,comparable,
27101:004:1811,0.4625,geometry,capped_to_land_area,412.169381,89017.704,5.0,comparable,
27101:004:1821,0.6622,attribute:mets,reported_m2,412.169381,62142.431441,5.0,comparable,
27101:004:1822,0.2861,attribute:mets,reported_m2,412.169381,143964.795876,5.0,comparable,
27101:004:1830,3.7157,attribute:mets,reported_m2,412.169381,10992.644212,5.0,comparable,
27101:004:1840,4.932,geometry,capped_to_land_area,412.169381,8257.04341,5.0,comparable,
27101:004:1850,1.8161,geometry,capped_to_land_area,412.169381,22595.302076,5.0,comparable,
27101:004:1860,0.2892,attribute:mets,reported_m2,412.169381,142420.532849,5.0,comparable,
27101:004:1870,8.6193,geometry,capped_to_land_area,412.169381,4681.935668,5.0,comparable,
27101:004:1880,10.1204,attribute:mets,reported_m2,412.169381,3972.658996,5.0,comparable,
27101:004:1901,6.3795,attribute:mets,reported_m2,412.169381,6360.841461,5.0,comparable,
27101:004:1902,1.7523,attribute:mets,reported_m2,412.169381,23421.621925,5.0,comparable,
27101:004:1903,2.1458,attribute:mets,reported_m2,412.169381,19108.191863,5.0,comparable,
27101:004:1904,2.3404,attribute:mets,reported_m2,412.169381,17511.065673,5.0,comparable,
27101:004:1910,0.4852,attribute:mets,reported_m2,412.169381,84848.347279,5.0,comparable,
27101:004:1931,8.3591,geometry,capped_to_land_area,412.169381,4830.78658,5.0,comparable,
27101:004:1933,12.1322,geometry,capped_to_land_area,412.169381,3297.317725,5.0,comparable,
27101:004:1934,4.2293,attribute:mets,reported_m2,412.169381,9645.56974,5.0,comparable,
27101:004:1935,8.1179,attribute:mets,reported_m2,412.169381,4977.290691,5.0,comparable,
27101:004:1940,0.7858,geometry,capped_to_land_area,412.169381,52352.19916,5.0,comparable,
27101:004:1950,0.2415,attribute:mets,reported_m2,412.169381,170570.551139,5.0,comparable,
27101:004:1980,3.1801,attribute:mets,reported_m2,412.169381,12860.893714,5.0,comparable,
27101:004:1992,11.6204,geometry,capped_to_land_area,412.169381,3446.946585,5.0,comparable,
27101:004:1993,2.5,attribute:mets,reported_m2,412.169381,16386.77524,5.0,comparable,
27101:004:1994,4.7417,attribute:mets,reported_m2,412.169381,8592.43902,5.0,comparable,
27101:004:2040,1.2658,geometry,capped_to_land_area,412.169381,32461.967214,5.0,comparable,
27101:004:2050,0.3511,attribute:mets,reported_m2,412.169381,117293.728567,5.0,comparable,
27101:004:2060,49.7533,geometry,capped_to_land_area,412.169381,728.426217,5.0,comparable,
27101:004:2070,0.0163,attribute:mets,reported_m2,412.169381,2528546.509202,5.0,comparable,
27101:004:2080,3.318,attribute:mets,reported_m2,412.169381,12322.223659,5.0,comparable,
27101:004:2110,46.9671,geometry,capped_to_land_area,412.169381,777.570429,5.0,comparable,
27101:004:2140,15.4529,attribute:mets,reported_m2,412.169381,2567.262333,5.0,comparable,
27101:004:2150,35.9353,attribute:mets,reported_m2,412.169381,1046.976319,5.0,comparable,
27101:004:2180,9.1666,attribute:mets,reported_m2,412.169381,4396.425949,5.0,comparable,
27101:004:2190,0.1097,attribute:mets,reported_m2,412.169381,375624.139471,5.0,comparable,
27101:004:2200,0.7065,geometry,capped_to_land_area,412.169381,58239.615145,5.0,comparable,
27101:004:2210,0.5257,geometry,capped_to_land_area,412.169381,78303.914971,5.0,comparable,
