parcel_id,reference_area_ha,reference_source,reference_method,computed_forest_area_ha,diff_pct,tolerance_percent,outcome,reason
27101:003:0165,5.4872,attribute:mets,reported_m2,416.060874,7482.389452,5.0,comparable,
27101:003:0166,9.7783,attribute:mets,reported_m2,416.060874,4154.940777,5.0,comparable,
27101:003:0167,172.0,attribute:haritav,reported_ha,416.060874,141.895857,5.0,comparable,
27101:003:0168,5578.0,attribute:haritav,reported_ha,416.060874,-92.541038,5.0,comparable,
27101:003:0169,83103.0,attribute:haritav,reported_ha,416.060874,-99.499343,5.0,comparable,
27101:003:0170,7.3742,attribute:mets,reported_m2,416.060874,5542.115402,5.0,comparable,
27101:003:0171,4.7515,attribute:mets,reported_m2,416.060874,8656.411112,5.0,comparable,
27101:003:0172,5.6478,attribute:mets,reported_m2,416.060874,7266.777754,5.0,comparable,
27101:003:0173,6214.0,attribute:haritav,reported_ha,416.060874,-93.30446,5.0,comparable,
27101:003:0176,448590.0,attribute:haritav,reported_ha,416.060874,-99.907251,5.0,comparable,
27101:003:0177,11655.0,attribute:haritav,reported_ha,416.060874,-96.430194,5.0,comparable,
27101:003:0178,28.4454,attribute:mets,reported_m2,416.060874,1362.664874,5.0,comparable,
27101:003:0181,418.0,attribute:haritav,reported_ha,416.060874,-0.463906,5.0,comparable,
27101:003:0182,0.2,attribute:mets,reported_m2,416.060874,207930.437,5.0,comparable,
27101:003:0184,3.9013,attribute:mets,reported_m2,416.060874,10564.672648,5.0,comparable,
27101:003:0185,0.355481,geometry,geodesic_wgs84_pyproj,416.060874,116941.662986,5.0,comparable,
27101:003:0190,435.0,attribute:haritav,reported_ha,416.060874,-4.353822,5.0,comparable,
27101:003:0193,5679.0,attribute:haritav,reported_ha,416.060874,-92.673695,5.0,comparable,
27101:003:0194,62713.0,attribute:haritav,reported_ha,416.060874,-99.336564,5.0,comparable,
27101:003:0195,98569.0,attribute:haritav,reported_ha,416.060874,-99.577899,5.0,comparable,
27101:003:0196,4.0453,attribute:mets,reported_m2,416.060874,10185.04373,5.0,comparable,
27101:003:0200,89699.0,attribute:haritav,reported_ha,416.060874,-99.536159,5.0,comparable,
27101:003:0221,0.029,attribute:mets,reported_m2,416.060874,1434592.668966,5.0,comparable,
27101:003:0222,3.3948,attribute:mets,reported_m2,416.060874,12155.828738,5.0,comparable,
27101:003:0230,1.329,attribute:mets,reported_m2,416.060874,31206.311061,5.0,comparable,
27101:003:0241,13489.0,attribute:haritav,reported_ha,416.060874,-96.915554,5.0,comparable,
27101:003:0243,7.6372,attribute:mets,reported_m2,416.060874,5347.819541,5.0,comparable,
27101:003:0252,17.7499,attribute:mets,reported_m2,416.060874,2244.01813,5.0,comparable,
27101:003:0263,5.293,attribute:mets,reported_m2,416.060874,7760.587077,5.0,comparable,
27101:003:0264,152990.0,attribute:haritav,reported_ha,416.060874,-99.728047,5.0,comparable,
27101:003:0271,0.4641,attribute:mets,reported_m2,416.060874,89548.970911,5.0,comparable,
27101:003:0272,14.8687,attribute:mets,reported_m2,416.060874,2698.233026,5.0,comparable,
27101:003:0281,4.1073,attribute:mets,reported_m2,416.060874,10029.790227,5.0,comparable,
